From Regime,Bear,Bull,Sideways
Bear,0.8469387755102041,0.10204081632653061,0.05102040816326531
Bull,0.04308093994778068,0.924934725848564,0.03198433420365535
Sideways,0.10290237467018469,0.12137203166226913,0.7757255936675461
