Config_ID,Score,CAGR%,Sharpe,Sortino,MaxDD%,Calmar,Volatility%,WinRate%,BestRebalance,Regime_Diversity,N_Regimes_Used,Regime_Changes,Avg_Duration,Degradation%,Test_LogL,Test_BIC,n_stocks,n_indices,vol_window,Features,Regimes,Decision
2928,716.5763218555388,11.07806379764391,0.6889307841190386,0.9519926100219613,-23.55994675905681,0.4702075055999577,13.763088456059377,54.00616332819723,weekly,0.7801482685950296,3,160,8.06832298136646,0.7505681338444875,-5582.707420983082,16155.2824535689,18,3,10,Ret+Vol,Sideways|Sideways|Sideways,○ ACCEPTABLE
2400,716.5769994593112,11.078063586704822,0.688930771860593,0.951992631518624,-23.559945526316948,0.4702075212495885,13.76308841855127,54.00616332819723,weekly,0.7801482685950296,3,160,8.06832298136646,0.750599645658131,-5582.709167270396,16155.28594614353,15,3,10,Ret+Vol,Sideways|Sideways|Sideways,○ ACCEPTABLE
1308,716.5770676550984,11.078062878133132,0.6889307262633974,0.9519927859643394,-23.559947279768796,0.470207456179072,13.763088397282703,54.00616332819723,weekly,0.7801482685950296,3,160,8.06832298136646,0.7506022964027514,-5582.709314184329,16155.286239971396,10,3,10,Ret+Vol,Sideways|Sideways|Sideways,○ ACCEPTABLE
3456,716.5771362598464,11.07806320716671,0.6889306736327377,0.951992702095928,-23.559943582728273,0.47020754393011394,13.763090244247895,54.00616332819723,weekly,0.7801482685950296,3,160,8.06832298136646,0.7506060840278044,-5582.709524292137,16155.286660187012,20,3,10,Ret+Vol,Sideways|Sideways|Sideways,○ ACCEPTABLE
2376,716.5775901781158,11.078063824610362,0.6889307682126775,0.9519928113856431,-23.55994356426388,0.4702075705059734,13.763088891364495,54.00616332819723,weekly,0.7801482685950296,3,160,8.06832298136646,0.7506277484580376,-5582.710724246942,16155.28906009662,15,3,10,Ret+Vol,Sideways|Sideways|Sideways,○ ACCEPTABLE
1860,716.5779362335198,11.07806423148412,0.6889307654749569,0.951992492499531,-23.559940981182056,0.47020763932865794,13.763089636233245,54.00616332819723,weekly,0.7801482685950296,3,160,8.06832298136646,0.7506439053530822,-5582.711619491767,16155.290850586272,12,3,10,Ret+Vol,Sideways|Sideways|Sideways,○ ACCEPTABLE
2940,716.5780145579072,11.078062539358058,0.6889306377812133,0.9519926932395847,-23.55994358937097,0.4702075154524524,13.763090043238863,54.00616332819723,weekly,0.7801482685950296,3,160,8.06832298136646,0.7506463280559704,-5582.7117538884495,16155.291119379635,18,3,10,Ret+Vol,Sideways|Sideways|Sideways,○ ACCEPTABLE
2916,716.5780501754318,11.078062628552466,0.6889306102013735,0.9519924106954968,-23.559944405027593,0.4702075029594914,13.76309089330999,54.00616332819723,weekly,0.7801482685950296,3,160,8.06832298136646,0.7506472892588616,-5582.711807255765,16155.291226114266,18,3,10,Ret+Vol,Sideways|Sideways|Sideways,○ ACCEPTABLE
1296,716.5781690626806,11.078063719129494,0.6889307135855337,0.9519926380973804,-23.5599429631516,0.47020757802579966,13.763090088412602,54.00616332819723,weekly,0.7801482685950296,3,160,8.06832298136646,0.750654160334795,-5582.712188107923,16155.291987818582,10,3,10,Ret+Vol,Sideways|Sideways|Sideways,○ ACCEPTABLE
1836,716.5781978607665,11.078063364899759,0.688930670171293,0.9519926165322143,-23.5599449878262,0.4702075225822459,13.763090590337645,54.00616332819723,weekly,0.7801482685950296,3,160,8.06832298136646,0.750654777305859,-5582.712221733928,16155.292055070593,12,3,10,Ret+Vol,Sideways|Sideways|Sideways,○ ACCEPTABLE
3480,716.5783235730748,11.07806388491943,0.6889307915794272,0.9519926557560493,-23.559943879094618,0.47020756678241926,13.763088413442365,54.00616332819723,weekly,0.7801482685950296,3,160,8.06832298136646,0.7506614185201229,-5582.712589754553,16155.292791111842,20,3,10,Ret+Vol,Sideways|Sideways|Sideways,○ ACCEPTABLE
