,regime_num,days,annualized_return_%,annualized_vol_%,sharpe,win_rate_%,mean_vol
Bull,1.0,1567.0,21.786787759547096,14.613551441832906,0.09391547504015757,54.69049138481174,0.011458112713711789
Sideways,0.0,864.0,3.3990037995817373,25.06579768513064,0.008542202247084114,51.27314814814815,0.020025854299415266
Bear,2.0,167.0,-32.39287211270735,61.72612071735968,-0.03305827607244896,49.700598802395206,0.030328790312621357
