Date,Buy & Hold 60/40,Bond Only 100%,Buy Stock and Hold 100%,Regime-Based (regime_change),Regime-Based (weekly),Regime-Based (monthly),Regime-Based (quarterly)
2017-02-10,106931.53892632105,101998.2519791837,110071.38994289291,107060.74224660818,106387.52807421256,114011.50005119287,116962.65891724367
2017-02-13,107136.51978040994,101677.27890879972,110648.80740425407,107622.36631650999,106945.6205668482,114609.58671985118,117516.76027809152
2017-02-14,107090.85800381264,100942.4497005617,111092.21426241782,108053.64521084282,107374.18751413278,115068.86574829323,117916.34541272678
2017-02-15,107222.77680640544,100477.92783653497,111646.82091461135,108593.08238765644,107910.23262822641,115643.32507317101,118440.2659197727
2017-02-16,107394.52660640198,101026.94993803425,111550.34488295885,108499.24514654336,107816.98544990657,115543.3955901928,118373.97637039569
2017-02-17,107753.642086837,101626.6295713465,111737.58844264712,108681.36726284918,107997.96235474429,115737.34171121534,118591.00816709817
2017-02-21,108076.00610165024,101449.27084948304,112413.38477019966,109338.67936250418,108651.14117630044,116437.32881116317,119250.03979115337
2017-02-22,108074.93697453808,101618.18118647118,112291.73098885553,109220.35302779936,108533.55889552069,116311.3203169928,119138.67367676576
2017-02-23,108228.94758237762,101922.23290402537,112338.77973309497,109266.11490545582,108579.03301555521,116360.05321578735,119201.34674877253
2017-02-24,108797.92388047182,103054.0542578057,112506.5424440587,109429.28900879364,108741.18105540206,116533.82115257414,119427.35067556058
2017-02-27,108612.19191762441,102445.95901705704,112621.07219853155,109540.68617139463,108851.87773576229,116652.45060855465,119508.36249353286
2017-02-28,108600.00078374945,102825.95606053206,112330.69268630461,109258.24905373533,108571.21662550242,116351.67668546435,119241.30874662803
2017-03-01,108783.87697080916,101103.03456807038,113866.68625193923,110752.23047168758,110055.80366188439,117942.65260189313,120669.15544603454
2017-03-02,108241.44985735592,100739.12305273332,113199.44107716215,110103.2356356165,109410.88980369826,117251.52275136861,119989.85644806866
2017-03-03,108383.97209494721,101001.46547929301,113256.47970273084,110158.71415363357,109466.01946438622,117310.60312879748,120060.1971845944
2017-03-06,107965.8341283125,100519.10449414742,112885.31094114776,109797.69751584555,109107.27295392899,116926.14802831964,119667.46732360075
2017-03-07,107646.3824526826,100214.45458833339,112556.43383745686,109477.8157841137,108789.40268700464,116585.49845585812,119326.00023784445
2017-03-08,107270.45065365697,99672.8074105856,112299.33072436154,109227.74489706322,108540.90428359038,116319.19209226049,119042.94872287646
2017-03-09,106992.32509165694,98877.33994039094,112389.15843777749,109315.11566323249,108627.72564914086,116412.23527412668,119089.58329762165
2017-03-10,107351.93118429324,99224.30551981904,112756.52153028274,109672.43072374028,108982.79385839678,116792.7484779819,119471.36338709855
2017-03-13,107115.77249919364,98598.10893844036,112797.86177090545,109712.64023547641,109022.75052662933,116835.56853184257,119479.02129334511
2017-03-14,107089.43795170952,99072.0379274301,112416.71473064275,109341.91824262438,108654.35968985158,116440.77797070795,119127.17252223921
2017-03-15,108144.4793896687,100282.17277709146,113358.17692671569,110257.62977821036,109564.31309252493,117415.94070165424,120122.61477309596
2017-03-16,107825.261637501,99774.43385988104,113173.77601618617,110078.27255956814,109386.08369925526,117224.93898512113,119913.27404172413
2017-03-17,107998.46838436031,100400.63863561944,113025.03004796187,109933.59505733487,109242.31595108204,117070.86851346982,119799.37934059021
2017-03-20,108044.79510712525,100832.26014535483,112797.86177090545,109712.64023547641,109022.75052662933,116835.56853184257,119597.58887321086
2017-03-21,107572.7974406046,101670.0269004441,111398.26895429147,108351.32876418988,107669.99918818219,115385.87595899671,118257.68335223969
2017-03-22,107865.09881441796,102076.20492323687,111608.7990317821,108556.10047074393,107873.48325921208,115603.94216087762,118487.4790937474
2017-03-23,107735.92621351227,101932.36932700379,111490.46360823142,108441.00173086271,107759.10827765056,115481.3708082745,118362.79764458179
2017-03-24,107832.08579955349,102296.25625926167,111396.36611975257,108349.47797554977,107668.16003758153,115383.90501068541,118289.0355406971
2017-03-27,107959.05864339997,102761.7040859372,111282.78778254917,108239.00620726885,107558.38293252165,115266.26102886054,118201.3944159448
2017-03-28,108147.007098885,102076.20492323687,112089.75206414038,109023.89858482924,108338.33978786082,116102.11136453523,118963.19969958877
2017-03-29,108471.69823332649,102685.55390102328,112211.40584548449,109142.22491953407,108455.92206864056,116228.1198587056,119115.86844522855
2017-03-30,108319.86573364623,101856.16997593152,112540.75865781013,109331.21426520783,108774.25212321509,116569.26216824494,119397.62229226364
2017-03-31,108294.28332249739,102152.37969122997,112286.97390250827,109284.70874736874,108528.96101901906,116306.39294621458,119162.31853980267
2017-04-03,108614.67689606006,103182.7876490677,112102.58459462837,109105.24953578397,108329.0726915143,116109.0696802091,119023.22385172607
2017-04-04,108418.7035622762,102623.08829684822,112165.30851851452,109166.29638311767,108333.64590241338,116157.65423410347,119084.04770089302
2017-04-05,108348.3186581247,102936.8175532363,111822.6590697158,108832.80850012488,108068.60864668839,115822.07426406581,118727.05120889578
2017-04-06,108411.31314864013,102784.17302030005,112038.4219421884,109042.8024278011,108239.42885844392,116034.53404431173,118952.25296947647
2017-04-07,108184.20678064688,102368.64523306234,111945.75157961373,108952.60983260052,108123.9711399209,115930.9787851276,118851.19309028873
2017-04-10,108426.82238739538,102843.5821282981,112022.73515989205,109027.53506975538,108209.62985259393,116020.32294327911,118936.31531852021
2017-04-11,108738.19493830533,103818.80107339557,111862.10807844922,108871.20274373099,108054.47030393248,115884.18934179097,118776.42579968534
2017-04-12,108727.9470056468,104387.02255972786,111441.5120294531,108461.85235234235,107648.19078652583,115476.95425732847,118339.8693047675
2017-04-13,108416.81981587347,104709.30672766766,110682.07220073605,107722.71799322646,106914.60128218554,114723.64230545072,117545.26909789388
2017-04-17,108841.60258921365,104387.02255972786,111635.41551002754,108650.57135209096,107835.49404983342,115671.39758594961,118543.49164500216
2017-04-18,109219.38318755168,105752.39955435794,111311.29549268389,108335.11747116844,107522.40664793672,115381.29394217263,118215.43062263538
2017-04-19,108867.59832092733,105175.71329443088,111120.24626391781,108149.17640786899,107337.86048149208,115174.96438106096,118009.60857905583
2017-04-20,109190.54406401906,104768.62569770876,111960.0112360059,108966.48822242167,108149.04096787392,116006.65630951097,118887.79576160884
2017-04-21,108991.36795847082,104768.62569770876,111620.20443636591,108635.76698345343,107820.80074094182,115665.90345136549,118530.95711402314
2017-04-24,109485.46765333036,104251.29937962141,112830.17515011798,109813.38618940023,108989.5856566173,116866.01251981461,119796.91209053823
2017-04-25,109366.37323057302,102996.2102725149,113517.38848490396,110482.22520544319,109653.4071610719,117523.04092317403,120507.25934777848
2017-04-26,109570.32783115821,103564.40717576804,113462.25269387418,110428.56360379135,109600.14811923144,117482.28294845887,120454.48054376218
2017-04-27,109592.9897292115,103530.47433215148,113524.98822040997,110489.62174354965,109660.74821166229,117544.32532378491,120520.05471180445
2017-04-28,109560.90248539856,103759.4575202753,113307.79822203318,110278.23884764886,109450.95107272889,117332.38676307615,120294.04224804543
2017-05-01,109317.27104039653,102896.88643830188,113504.08024578125,110469.27279443842,109640.5519167556,117507.0645978325,120492.38897849165
2017-05-02,109615.45999440514,103423.74279674809,113639.04226624809,110600.62627726966,109770.92000907214,117656.01485400395,120638.86354206748
2017-05-03,109559.05776171613,103491.7559824562,113494.56607308671,110460.01300627459,109631.3615938791,117512.96769934321,120487.75881661505
2017-05-04,109385.75351440426,102981.86194863841,113560.63156006558,110524.31207189024,109695.17829931671,117565.95298523571,120552.54055381162
2017-05-05,109696.7917440864,103075.36778744748,114024.94639285805,110976.2123191341,110143.68847111202,118033.77515259555,121040.97050668884
2017-05-08,109466.04808563899,102514.44747562916,114029.21616792097,110980.36793138323,110147.81290869562,118023.49657782412,121040.39935620208
2017-05-09,109393.98933509144,102505.9499245955,113912.30787027448,110866.58546121407,110034.8840144228,117906.09568752129,120917.5547843825
2017-05-10,109420.00934883935,102386.98421012436,114041.0972811395,110858.74105651442,110159.28960458044,118032.09712040512,121051.72729515225
2017-05-11,109275.43716146116,102386.98421012436,113794.44815535855,110653.78067823642,109921.03608786235,117784.87404382294,120792.71558448278
2017-05-12,109498.40256960342,103160.32690906456,113626.2097357601,110490.1855513592,109758.52428089968,117636.31569131429,120623.0139501843
2017-05-15,109699.9055339614,102879.87494751513,114168.9468773847,111017.94343066514,110260.7308126872,118173.03684838799,121190.42685104639
2017-05-16,109812.95387419534,103262.28113274895,114090.52456855257,110941.68553669527,110227.98253091854,118104.35713046201,121111.5200387314
2017-05-17,109222.8019993596,104766.48696982082,112016.56255029024,108924.96378951057,108593.03895813032,116064.60960382191,118947.16227552578
2017-05-18,109514.35047859218,104885.47726737114,112429.54726113073,109326.55033751526,108955.98147276194,116481.64363529513,119381.91899269295
2017-05-19,110062.80442447393,105131.9144417068,113190.41421575197,110066.41776063445,109627.08317375269,117250.6772226601,120183.14309375655
2017-05-22,110285.02228777576,104843.00590092232,113774.49159799928,110634.37491146203,110077.15100574207,117828.61533434245,120793.89208753509
2017-05-23,110114.25713855721,104137.594444093,113983.59454958572,110837.7067305366,110279.4587186067,118019.89641713139,121007.11865900039
2017-05-24,110524.40151696035,104723.99921465256,114267.31414092648,111113.59580898688,110553.95824710956,118319.49593846261,121310.34348498832
2017-05-25,110836.04840664721,104757.9976131469,114774.8836515302,111607.15666556421,111045.03322252716,118829.12896390955,121843.65986041942
2017-05-26,110931.16834028283,104936.50354537167,114810.52699118582,111641.81626761709,111079.51825714707,118869.48823918759,121882.69839159356
2017-05-30,111065.65728274974,105454.87874150368,114672.22340762625,111507.32979090147,110945.70913843958,118744.31688166864,121742.13426003969
2017-05-31,111144.27978575195,105718.30282354692,114619.47776241973,111456.03989801982,110894.67757353654,118698.28548138354,121689.11883080723
2017-06-01,111657.5314100502,105729.35701481442,115487.2747360078,112299.88612729766,111734.27366543998,119568.35412249084,122600.51127474797
2017-06-02,112429.09197601548,106981.25851598835,115915.47052050995,112716.26393125657,112148.55433036445,120029.75203445178,123061.45111557118
2017-06-05,112070.1421526625,106316.99913369228,115774.32428779166,112579.01326101786,112011.99494034126,119871.19487146183,122907.24411677234
2017-06-06,112122.36243483222,106896.10272973789,115452.58281362164,112266.15168389333,111700.70912979104,119563.56687287128,122574.59506873184
2017-06-07,112016.00809036069,106385.11884607682,115633.64216105847,112442.21388768086,111875.88457420633,119731.92657977318,122760.1245845246
2017-06-08,111917.25360687665,106104.07689062726,115664.54001701645,112472.25897891355,111905.77833956858,119755.67508868502,122790.03839647677
2017-06-09,111793.70690657798,105942.28745223918,115568.53969399868,112345.19454232621,111812.89774827783,119655.28648952933,122687.7683067851
2017-06-12,111713.2237667019,105908.18252706842,115455.42546278039,112219.91413064933,111697.8742281367,119541.02474387642,122568.67719807121
2017-06-13,112025.62802908708,105925.24318401353,115976.30321250683,112726.19485424952,112185.30213664041,120063.58866909602,123115.81620963269
2017-06-14,112637.85390417086,107560.34572331449,115860.81043811489,112613.93863785239,112106.03407644405,119989.84475823243,123009.27000563612
2017-06-15,112414.93967232553,107390.03415081359,115601.32878184594,112361.7286696481,111860.37156292111,119725.36419536044,122735.24774622716
2017-06-16,112522.7012729616,107602.96458823833,115634.11786969319,112359.88079970283,111894.77896146549,119763.70457586866,122771.59919320563
2017-06-19,113024.71982364963,107449.67270088391,116599.34229220322,113060.51288066138,112794.74986225145,120727.30112520269,123783.82129542796
2017-06-20,112967.21415365266,108412.01830685517,115818.51878022273,112303.38762593603,112081.4194677431,119969.34153965702,122972.53375376438
2017-06-21,113019.73303532871,108633.43810095385,115751.0377699893,112237.95468715,112022.19021348786,119907.38983468263,122903.66585450152
2017-06-22,113087.96966263947,108871.9021632782,115698.28052213315,112186.79863958122,111977.02771533192,119860.63523341749,122850.41330484228
2017-06-23,113172.57586480198,108820.80213604013,115878.87576358487,112361.91275447194,112145.01275289117,120040.34968648583,123039.5998620338
2017-06-26,113363.98561020271,109229.52860470704,115915.47052050995,112397.3968481671,112180.68237231183,120087.53721388643,123081.71221302394
2017-06-27,112330.34965191963,108062.84025030163,114979.70522540409,111490.03234575459,111275.06736791319,119119.54414138499,122088.53031464107
2017-06-28,112775.21892089139,107705.12367091583,115992.45410078827,112472.04395078836,112255.18554715386,120125.52484469723,123148.81665066941
2017-06-29,111815.14612082989,106802.41661501488,114994.91629906572,111504.78175819415,111289.78834187218,119102.39616313536,122093.1450374846
2017-06-30,111815.80149181248,106555.46319601662,115171.2301628049,111675.74443663162,111460.42138556465,119272.78514690709,122276.07062156439
2017-07-03,111829.146435931,106212.40632617682,115437.37173996003,111933.80852705007,111717.9879001881,119527.4601439358,122551.29970890618
2017-07-05,111938.12799726882,106238.01370031391,115605.13445092375,112096.47958308636,111880.34530863438,119698.2705680164,122726.66299331225
2017-07-06,110937.76014150609,105358.98834401496,114522.05031349779,111046.26741496442,110832.15806445136,118588.20866159383,121585.50222836675
2017-07-07,111104.98854887698,104727.49820625466,115255.34937260412,111757.31060000828,111541.83028045611,119327.22380296099,122342.64176191605
2017-07-10,111231.5410081298,104881.10967363832,115362.27939157098,111860.99525679162,111645.31502187949,119437.50095000437,122456.14889937406
2017-07-11,111253.13770000642,105060.32032079935,115271.98757216994,111773.44382459891,111557.93239842498,119347.54324269731,122364.20194126274
2017-07-12,112048.39322391059,105785.72601535491,116114.11948478203,112590.01674929424,112372.93088119962,120211.08024545842,123252.01948728546
2017-07-13,111899.16638140225,105120.0408144669,116331.78519179353,112801.07622859714,112583.58341473942,120425.54999945687,123470.72637823925
2017-07-14,112271.07448909644,105248.06129643293,116875.46214803797,113328.2524056321,113109.74313843921,120979.56454827783,124039.60321384847
2017-07-17,112388.0936103854,105538.19079681626,116869.27793578652,113322.25588631074,113103.75818106305,120976.24583554105,124036.81218156159
2017-07-18,112812.3141588025,106459.8841841974,116939.14909184321,113390.0064291872,113171.37809348185,121056.70666397463,124121.34609808172
2017-07-19,113198.32204386554,106502.56860399904,117567.4209665216,113999.21004031583,113779.40709340971,121695.84781124648,124777.41056503217
2017-07-20,113315.48844425782,106809.79973312608,117549.35564105162,113981.6930035741,113761.92383143096,121680.62565628573,124762.43884992578
2017-07-21,113478.19856789874,107262.04644628646,117506.11256589,113939.76237034585,113720.0740450502,121641.29126163277,124723.02729771903
2017-07-24,113231.05809407208,106843.90465829684,117381.11722145315,113818.5606768208,113599.10604164806,121509.942515083,124587.33279265808
2017-07-25,112853.76559592504,105452.91209516994,117724.24237888661,114151.27186986049,113931.17573111354,121844.53469359926,124927.78805291613
2017-07-26,112944.23723482278,105623.57602513899,117757.51877801822,114183.53831904176,113963.3799670513,121880.10964332949,124964.66174032247
2017-07-27,112660.62785568551,105102.99654624127,117642.97742089574,114072.473330786,113852.52912424186,121758.34047896363,124838.58194010057
2017-07-28,112827.204426015,105725.98093860819,117485.20459126128,113919.48895980726,113699.83972386477,121604.32128264105,124681.82714398061
2017-07-31,112830.28954167789,105853.98503185475,117399.65825555788,113836.53898427953,113617.04968496345,121518.66398664161,124594.18529594607
2017-08-01,113307.86603817678,106597.18887573057,117687.18351597645,114115.33775595359,113895.31090210896,121815.29934928287,124903.56242625219
2017-08-02,113366.74460625404,106657.05686787317,117745.16195616496,114171.55653090437,113951.42128111207,121875.31150044806,124964.81145958957
2017-08-03,113674.80612100358,107760.32087801582,117488.04724042001,113922.24533360414,113702.59078307146,121609.17796636341,124710.4665567768
2017-08-04,113424.36959503155,106845.20756149293,117709.99432514407,114137.45624936029,113917.3867486409,121838.91029368766,124930.4927552063
2017-08-07,113587.80113666749,106964.92715705867,117903.88620306888,114325.46344331714,114105.03144416242,122039.6033211285,125134.30636819931
2017-08-08,113260.88814108886,106580.02169210906,117619.21519445867,114049.43229594525,113829.53251503667,121744.94690150904,124832.42904473498
2017-08-09,113477.6772345846,107161.64915094961,117576.44782793178,114007.96293343403,113788.14310999255,121700.67938315903,124795.14662722447
2017-08-10,112860.67042800665,108076.75427311276,115874.59438587233,112357.76131801869,112141.12326380113,119939.12999180211,123031.01685689348
2017-08-11,112968.64029498238,108128.05915934392,116022.4005394768,112501.08150495045,112284.16711373522,120092.12074499275,123185.88218865953
2017-08-14,113420.5042990502,107572.12921259741,117187.70105216307,113631.01475358095,113411.92172746318,121298.29652848816,124394.71661342861
2017-08-15,113197.76572577053,107118.87459319101,117129.24690333984,113574.33470791313,113355.35096712344,121237.79198224636,124328.00668054895
2017-08-16,113458.85391447626,107512.285803534,117295.58248839938,113735.62195179834,113516.32723155982,121409.96212415239,124506.52263072098
2017-08-17,112731.81624229628,108316.19346424424,115484.89619283417,111979.89059673155,111763.9811185985,119535.76234697805,122627.43561146903
2017-08-18,112596.92347893483,108290.56970138769,115272.93898943938,111774.36636603296,111558.85316109823,119316.37031626242,122405.96050735477
2017-08-21,112785.72779929137,108555.6982102535,115406.9611952864,111904.32095267625,111688.55718108322,119455.09362186764,122549.14241785393
2017-08-22,113283.90040283106,108136.59768217619,116554.19638250269,113016.73716456503,112798.82853283241,120642.57040208824,123740.8546510757
2017-08-23,113353.80093767622,108872.09882791156,116151.66565897655,112626.42338442345,112409.26732035393,120225.92009983197,123330.14453244976
2017-08-24,113045.42260366841,108470.14090037657,115910.71343416268,112392.78414099684,112176.07855894555,119976.51598871572,123073.66727462248
2017-08-25,113333.3348806264,108889.20045665528,116104.61691473711,112580.802585459,112363.73448328016,120177.22102579256,123281.27067592455
2017-08-28,113338.05044497197,108820.82671911932,116161.16822902145,112635.6375482587,112418.46371827339,120235.75599172797,123339.41226003141
2017-08-29,113541.24044017837,109171.46337170369,116259.07138657813,112730.56931192383,112513.21244311394,120337.0933004196,123445.98742407643
2017-08-30,113841.5054401157,109137.23553113709,116795.62431595128,113250.83767870867,113032.47767557741,120892.4669082811,124005.38361807617
2017-08-31,114368.29465422893,109462.21564342604,117463.8093053482,113898.74302804636,113679.13379252962,121584.0898367288,124706.65518057487
2017-09-01,114156.63523580747,108624.94874427993,117696.68608602135,114124.55191978884,113904.50730002842,121825.13524117885,124939.06762102354
2017-09-05,114352.01760859389,110347.51787927348,116807.98113780456,113262.81946684608,113044.43636151664,120905.2571706367,124033.55028054032
2017-09-06,114284.68347709872,109670.4425183693,117173.4413957709,113617.18788257544,113398.12151617743,121283.53668582616,124406.31918329147
2017-09-07,114739.28569855384,110793.1599384964,117152.53342114219,113596.91447203686,113377.887194992,121261.89532172776,124398.6729770599
2017-09-08,114537.2549033011,110553.17172526344,116978.11078929229,113427.7856259622,113209.08444783295,121081.35446351951,124213.6553751062
2017-09-11,114731.66099029873,109233.38814813698,118246.0715458825,114657.2633454281,114436.19159976774,122393.79150647257,125519.96349652548
2017-09-12,114726.05787264678,108659.21755664515,118643.84518306138,115042.9644183994,114821.14899887994,122805.51785796283,125927.74616842592
2017-09-13,114600.53469651929,108230.734486684,118733.67289647734,115130.06583038036,114908.08246981092,122898.49645998825,126016.06306001567
2017-09-14,114709.25755090805,108676.41751770556,118602.9806510734,115003.34013875628,114781.60111918233,122763.21991991923,125885.32603111159
2017-09-15,114855.45780861465,108719.19207546415,118822.06188133947,115215.77217970497,114993.62356791893,122989.98586714786,126114.45064019962
2017-09-18,114696.71014651612,108093.57729362587,118995.0573872852,115383.51721362855,115161.0451710681,123169.0495401263,126287.05526409087
2017-09-19,114663.67854199593,107827.92434573773,119127.16515594367,115511.61546689842,115288.89643689348,123305.79125578911,126421.54120736646
2017-09-20,114740.03644104165,107905.03327073935,119202.73321296745,115584.8900078739,115362.02969653872,123384.01001515254,126501.36046180442
2017-09-21,114502.27877332589,107845.05875192034,118839.65149817473,115232.82794572966,115010.64644856106,123008.19247534608,126121.77168232604
2017-09-22,114675.70281933915,108153.60097860321,118916.63507845305,115307.47504835091,115085.1496234031,123087.87641030329,126205.98856182142
2017-09-25,114802.35382076082,108830.64356206851,118652.39633583683,115051.25604080058,114829.42463412615,122814.36895970562,125938.8316662057
2017-09-26,114725.41699178459,108633.55282198999,118660.95909126192,115059.55891370706,114837.71149818544,122823.23207108444,125945.27857379545
2017-09-27,114328.87810817923,106996.64752354976,119145.70619004838,115529.59377435717,115306.84008020886,123324.98265414053,126430.39578922605
2017-09-28,114281.14659268962,106679.55038531517,119289.23096594031,115668.76252483569,115445.7404981133,123473.54185164176,126576.14477229414
2017-09-29,114640.00127567844,106919.53040418844,119731.21069819988,116097.32802297457,115873.4796750926,123931.02491634784,127040.32577649402
2017-10-02,114830.45063330981,106723.70978986712,120195.04982235763,116547.0894730861,116322.37393593059,124411.13413530553,127518.35493272709
2017-10-03,115025.41360086325,106826.80302955312,120454.53147862658,116798.69577346618,116573.49511184126,124679.71763513717,127793.64641928613
2017-10-04,115116.99079500375,106835.34974674512,120604.70457275506,116944.31106347778,116718.8296396454,124835.1583540748,127952.9693360512
2017-10-05,115348.33223210945,106431.72016982647,121285.73369528959,117604.67072217519,117377.91605268656,125540.07594959073,128675.49254724196
2017-10-06,115147.02479773556,106131.15924951465,121155.5171585204,117478.40630126813,117251.8950833946,125405.29180459831,128537.34211111012
2017-10-09,115158.16952608454,106466.12009194728,120936.90003423941,117266.42428053117,117040.32178718154,125179.00624281025,128305.40497152215
2017-10-10,115394.21059531876,106637.85748304013,121217.76537377182,117538.76526216685,117312.13766561427,125469.7235018169,128603.38301727134
2017-10-11,115608.04236640563,106843.92924137601,121436.38249805279,117750.7472829038,117523.71096182732,125696.00906360496,128835.32015685932
2017-10-12,115677.2400645772,107299.0685635189,121231.54932152927,117552.13086245532,117325.47749556338,125483.99094940232,128618.00680040638
2017-10-13,116061.02446562168,108071.95237831457,121338.00363186139,117655.35424852165,117428.50185565015,125594.17935983672,128730.94721308655
2017-10-16,116153.40878720587,107994.67956611849,121550.43654389092,117861.33974993727,117634.09019448704,125814.06378562897,128956.32334559459
2017-10-17,116258.45328389296,108132.05800688916,121632.18881316613,117940.61081023408,117713.20841150844,125898.6836809882,129043.05665870025
2017-10-18,116014.9910890816,107419.29620938752,121722.48063256718,118028.16224242678,117800.59103496296,125992.14266845421,129138.84982398385
2017-10-19,116116.93776320072,107608.18439538244,121762.40534993533,118066.87523114114,117839.2293808004,126033.46782598062,129181.20709483208
2017-10-20,116007.22678948734,106466.12009194728,122385.44442963172,118671.00486438247,118442.19418602536,126678.36126069532,129842.20701636883
2017-10-23,115800.8167531681,106655.0410553811,121899.27020494109,118199.58619158129,117971.68445999206,126175.13349240944,129326.4109213144
2017-10-24,115641.45026360775,105993.7890031037,122096.49204330897,118390.82228055735,118162.55182486997,126379.27328538647,129535.64919213047
2017-10-25,115097.0577484956,105487.14813009628,121527.15002608855,117838.75998581354,117611.55396661846,125789.96044614757,128931.61801499523
2017-10-26,115041.17261239706,105135.03649276159,121681.60449792957,117988.52671227838,117761.03192645225,125949.83272077459,129095.48316743103
2017-10-27,115906.2199805461,105830.64749536118,122663.94282864012,118798.3214820468,118711.71938658804,126966.62855395499,130137.67390743828
2017-10-30,116098.03585254782,106843.92924137601,122272.34180106306,119145.34474132558,118303.1525321099,126561.2913288245,129722.21321333818
2017-10-31,116179.99836411029,106878.2554142593,122387.82297280536,119239.19485290707,118401.92587549865,126680.82323607833,129844.73048063036
2017-11-01,116492.12278691039,107354.2002157411,122582.67787064925,119444.16643427568,118614.87506943688,126870.40155069779,130051.45759676668
2017-11-02,116702.59285473917,107827.52282211126,122605.9643884516,119515.1010581094,118686.43481363052,126913.41913395972,130076.16292736604
2017-11-03,117046.80618707022,108120.05326989369,122985.68430281013,119843.72929109434,119031.10977588654,127295.76942291234,130479.01860974029
2017-11-06,117306.62527515876,108524.49408842501,123142.03000654042,120010.7077301644,119198.46614111327,127465.40261274311,130644.89022400354
2017-11-07,117482.65818884467,108980.64951117366,123118.74348873807,120043.42240207932,119230.53559646763,127462.32867585754,130620.18489340419
2017-11-08,117486.63749696927,108739.67797477383,123296.48447838142,120155.10718463943,119341.70749362554,127625.06090250576,130808.75537643934
2017-11-09,117085.93178454135,108429.84923361431,122832.6569568733,119758.98465033472,118948.49835011968,127160.06152703514,130316.66753586142
2017-11-10,116341.41610348609,106794.82863791058,122722.39697746336,119454.9730712,118683.53181144563,126982.42428003826,130199.68958036281
2017-11-13,116505.20886374585,107018.56743581111,122843.11094418766,119572.473087493,118789.91639753724,127109.593018259,130327.75846903033
2017-11-14,116639.5059102554,107741.45746193147,122559.3913528469,119296.30739175936,118605.63275773697,126864.36676448154,130026.75226616731
2017-11-15,116729.2160661339,108911.80050077371,121882.16789939017,118637.1146821294,118124.6762337715,126255.16738630836,129308.266597795
2017-11-16,116921.10272233761,107965.14709367366,122881.12122436728,119465.9399968845,118891.8182005585,127187.28678157118,130368.08465888759
2017-11-17,117064.76290621689,108765.47381918457,122558.43993557745,119670.37138859698,118680.61217049828,126907.44661760733,130025.74288046271
2017-11-20,117138.51850696436,108722.46162499397,122714.78563930774,119823.03283272315,118804.4990564876,127057.85083768277,130191.61449472596
2017-11-21,117752.15731511447,109066.69848263402,123517.48014583603,120606.81198133438,119522.29875860356,127854.3244649307,131043.21598028883
2017-11-22,117844.55676192774,109419.5312236244,123424.80978326134,120516.32537990686,119475.17765472857,127779.24290600666,130944.89935074371
2017-11-24,117868.05383131359,109118.3229488944,123678.58293591358,120764.11841188664,119664.77259405112,128013.42817487459,131214.13452307513
2017-11-27,117775.79009487368,108963.43316139381,123631.05848303942,120717.71386456637,119586.22114107682,127960.49161582609,131163.7144761718
2017-11-28,118550.29278009213,109109.70248246488,124848.64053494712,121906.60380494481,120763.96756097677,129152.48369275412,132455.48198643414
2017-11-29,118075.97104840208,108034.01249279306,124802.54320797714,121861.59275355237,120719.37840025386,129061.36617500882,132406.57601808774
2017-11-30,118524.86663046628,107672.58386845233,125824.79465340624,122859.75501958099,121708.18484512984,130041.32336756618,133491.11171936145
2017-12-01,118979.74521781372,109125.5667628903,125570.05848083492,122611.0216610808,121461.78287591977,129848.48122025834,133220.85485174367
2017-12-04,118923.82891451838,109177.33053326598,125437.93910952681,122445.2710553242,121327.91935478174,129728.26102411421,133080.6856442026
2017-12-05,118874.79140450602,109720.58380551965,124968.8787930367,122103.04724334838,120899.41290221552,129324.77746697963,132583.04618224935
2017-12-06,119024.2080622341,110100.00724381399,124954.61913664453,122089.1145945566,120893.10772177136,129336.06543674374,132567.917706262
2017-12-07,118880.42336175583,109237.73935315035,125321.03081188032,122447.12358466626,121219.72972277622,129622.82983080657,132956.65429835353
2017-12-08,119288.44688271196,109246.27787598263,126011.08679582505,123121.35495508368,121865.08571607135,130268.83831364728,133688.75436415628
2017-12-11,119431.738753235,109022.12936009589,126414.56893662065,123515.5842974226,122238.13604993738,130631.69338644261,134116.82006998223
2017-12-12,119528.57970295488,108979.01063922889,126610.37525173399,123706.90031126335,122420.35638932692,130812.04522376736,134324.55657182314
2017-12-13,119834.11255303281,109798.17619774498,126550.49397700657,123648.3922555966,122379.69133563821,130809.2011787104,134261.0268203417
2017-12-14,119725.77661436012,110263.82068905387,126035.32473089684,123145.03705705768,121906.84854023783,130357.55184594386,133714.46908046026
2017-12-15,120560.8764096867,110677.7423817857,127166.40902983169,124250.18292155548,122971.84231468519,131442.39366946724,134914.46865867564
2017-12-18,120541.0812605079,109668.84461822314,127848.37796698605,124916.5127002659,123584.30996035587,132014.80251161728,135637.98894598926
2017-12-19,119707.3675290491,108246.03335628846,127435.39325614554,124512.99870425694,123185.09933817197,131536.16541292614,135199.84169269903
2017-12-20,119147.10022136249,107047.3951933197,127329.89036308287,124409.91524171522,123083.11523446017,131359.68572906664,135087.91066572347
2017-12-21,119554.75027398058,107671.33832577431,127582.72370111528,124656.95051414966,123327.51593873643,131636.67338455524,135356.148761932
2017-12-22,119581.55587239625,107818.19764074551,127524.26955229204,124599.83685701944,123271.01138418895,131591.52911364907,135294.1330890075
2017-12-26,119635.41043135192,108137.96614025006,127389.29592917557,124467.9584978698,123140.53947409554,131486.03362727942,135150.9357243526
