Date,Buy & Hold 60/40,Bond Only 100%,Buy Stock and Hold 100%,Regime-Based (regime_change),Regime-Based (weekly),Regime-Based (monthly),Regime-Based (quarterly)
2020-07-01,150443.58816203623,149711.0504874169,148079.54683763403,162325.65823097376,141475.36466894526,140213.5666990464,143336.5782016226
2020-07-02,150886.55800345493,149866.71054473153,148752.01320474347,162934.42720464565,142006.14755870317,140702.0786875224,143780.83711534587
2020-07-06,151910.86730133725,149252.9202239748,151114.45190069385,164948.76877057028,143761.97348023203,142250.2756721773,145077.6462676812
2020-07-07,151968.76623650332,151350.77464560213,149479.61536288273,163585.88545887906,142719.8062001991,141421.0715975182,144560.68154886406
2020-07-08,152338.34851908238,150746.24395133337,150649.66135926664,163496.7671741657,143552.07106881574,142144.34743381554,145134.614026132
2020-07-09,152968.3921420566,153146.37191445482,149799.45400251384,162872.85877268758,143136.1815112009,141902.59892324882,145163.44200071614
2020-07-10,153482.20834546187,152376.87237022512,151367.28523872627,162829.3346372757,144255.30119684024,142877.6398625114,145941.7185133309
2020-07-13,152929.9254952807,152880.7599383653,149950.102805277,161663.58279343203,143183.14498739998,141968.5450932708,145194.64054123015
2020-07-14,154141.66916495917,153100.6473871956,151960.38948238376,163417.0898578802,144446.92286422694,143393.38802926705,146466.9070614025
2020-07-15,154576.86565361166,152385.9681095186,153340.50145027318,164479.5637825306,145125.3680662399,144246.28477852934,147143.51453706
2020-07-16,154619.91459750402,153109.75951520857,152818.2081772922,163919.3297354656,144967.68192492818,143989.12727093126,146990.53816386734
2020-07-17,154713.58001152743,152789.17977409135,153253.5279886656,164336.95645538243,145160.88548741638,144244.378411139,147182.31946488362
2020-07-20,155597.7142820236,153164.74366895572,154541.92101124983,165482.60793097838,145965.28733518766,145191.52225976714,148051.06903433838
2020-07-21,155783.10662610407,153256.37299938806,154801.40266751876,165715.06147303895,146183.51250251397,145384.59107026897,148229.6708740333
2020-07-22,156484.67352364789,153714.40493051347,155691.059033005,166527.52413286993,146940.85791112625,146067.36926346517,148874.73827800786
2020-07-23,156247.47963143286,155509.9202557689,153772.96700983823,165075.1980499882,145484.8414689755,144998.12404376565,148116.80429392966
2020-07-24,155717.2241375767,155500.79173903653,152821.05082645093,164257.60853325206,144705.05228497696,144337.17813741442,147535.95760490716
2020-07-27,156077.31361766206,154923.67937240383,153951.18370811632,165165.02755233354,145579.21701981427,145036.76498317948,148091.85724732667
2020-07-28,156017.75377117062,155995.53440172487,152954.5973236632,164425.3858118601,144926.0243738589,144501.32807226543,147729.65305778736
2020-07-29,156946.59118128644,155729.90603691593,154855.57543862946,166027.5821661251,146339.14505532148,145780.15211169817,148825.0590119108
2020-07-30,157095.7985452739,156755.8398743444,154274.82801682522,165639.7314735301,145996.21756392904,145526.22163380147,148705.24559574737
2020-07-31,157703.643560575,156655.16397077695,155458.1938549815,166644.06128467034,146881.96811598697,146331.6559633121,149401.84695439806
2020-08-03,157959.1103028928,155866.37490375724,156574.54278888943,167516.88813342174,147651.91505264695,146982.11399973618,149901.23321250657
2020-08-04,158952.50464602452,157352.0778765726,157140.07913703204,168161.83648812302,148219.3021578477,147570.65805299528,150582.91328176387
2020-08-05,158880.4457107271,155976.3923774099,158150.4494692426,168880.62348867315,148851.21806602538,148138.45982601168,150884.41091443502
2020-08-06,159841.51214912857,156847.6658694101,159166.99241105496,169846.3840754515,149700.64464781075,148980.41528526045,151700.59215744067
2020-08-07,159418.09552071564,155802.21306711933,159267.74982042,169820.37270143695,149677.62158797935,148928.02991908186,151524.1302812242
2020-08-10,159340.02685255947,155105.1680515681,159704.49675769758,170120.06623170731,149940.24630500987,149161.18218570328,151631.17574629537
2020-08-11,157791.86492924573,153261.69933320855,158431.7905174097,168829.98688870363,148806.12317807367,148016.72808064581,150438.18047506324
2020-08-12,158378.52315761443,151867.6912457033,160649.2889142136,170582.34604174146,150336.9016960772,149457.96542970327,151469.45317145885
2020-08-13,157452.82209959833,150244.30664080745,160320.4118105227,170125.6086462309,149932.9532402899,149024.56652763876,150900.3563024123
2020-08-14,157168.6286453337,149657.393819945,160292.85551765744,170038.84213803624,149855.51913521244,148934.1372914505,150750.14520334383
2020-08-17,157580.9853446384,150033.38382151505,160727.2239117614,170451.90869875392,150217.05123604563,149294.34801361582,151099.73936274476
2020-08-18,158277.33165233582,151106.43522735577,161097.441256075,170884.91736890626,150601.29439836496,149691.68453068406,151568.83240747487
2020-08-19,157452.29139938092,150161.75666094918,160387.90442340574,170174.628726982,149976.199496212,149063.61726341577,150922.62138978374
2020-08-20,158354.32654273114,151519.16873792766,160894.51091409038,170755.2249991758,150490.88991548304,149594.01713000724,151539.2999784656
2020-08-21,159076.41112716353,152427.16935021023,161448.16614901446,171327.84456201683,150995.76190244718,150104.60793725637,152082.39390018198
2020-08-24,159859.0647591497,152179.53579935487,163069.70605035248,172692.25845946572,152183.17575464776,151251.1308328427,153011.99147497208
2020-08-25,159649.3760461838,151014.7403420457,163656.16197577343,173070.07055468456,152504.5367345726,151536.74140131078,153103.70028566997
2020-08-26,160306.72632457965,150436.95603791563,165324.73901870128,174439.3252306643,153692.50322065246,152677.76028682035,153986.82454663992
2020-08-27,159286.98500000208,147878.2016592595,165601.33458317074,174401.39013370447,153643.12570266717,152571.30172148786,153573.16734337845
2020-08-28,159852.69372796977,147768.11863072903,166716.2563911745,175345.99296391505,154464.50885693135,153366.8391766249,154226.0152411271
2020-08-31,160100.18721859707,148749.47515125968,166350.32042457344,175137.62507034518,154288.12407680083,153219.17482340542,154226.6722003402
2020-09-01,161571.61977077957,150450.73895097116,167602.10708758296,176394.46314001214,155393.3999486033,154326.87448202108,155374.61260211724
2020-09-02,163651.3094396431,151883.1458081425,170177.4660068472,178757.81882246165,157452.86821287047,156370.90385737296,157266.1584555601
2020-09-03,160545.55883118926,152314.67717992092,164199.83893201788,173517.07352391526,153062.28054740967,152011.84225174022,153729.84879164517
2020-09-04,158482.09451503577,149422.4123605033,162864.39716519424,171292.7801858611,151771.3985479576,150731.43176746008,152260.2266946141
2020-09-08,156404.64570527483,150340.63953372126,158343.87724118232,167594.47382613635,148492.2394831645,147495.64908300265,149720.5158606991
2020-09-09,157982.353356562,149936.64121061502,161533.71248471786,170232.0905616064,150569.55240258668,149803.95119945594,151568.09137523308
2020-09-10,156761.79459593614,150698.7494423738,158693.17500821757,167929.4257295237,148785.94600519704,147789.68748671105,150014.3208366612
2020-09-11,156955.80318386795,151020.08306458563,158777.76992665153,168037.44055184379,148895.69754097078,147884.96425444918,150138.82235776173
2020-09-14,158069.65748340962,151010.88899297547,160800.88913424624,169738.64057125882,150231.91195742923,149374.32062923926,151366.80083806705
2020-09-15,158365.1860937995,150643.65056759052,161640.16679505,170402.71044917317,150822.66904659936,149954.89155871962,151793.58142488365
2020-09-16,157746.3998035869,150193.74744131116,160893.55949682093,169722.939149783,150219.8828441173,149358.76542165995,151237.33713559888
2020-09-17,157208.77214634666,150652.81186176182,159540.06400717693,168636.73263091868,149253.92516373977,148408.82305816974,150518.7889943698
2020-09-18,156008.22517829615,150184.553369701,157755.99418985719,167081.93540436067,147873.89440551327,147046.58337830403,149327.58723921148
2020-09-21,155348.64945676256,150946.61243530145,155930.58413191471,165633.39389629682,146584.28112515932,145780.09253237006,148391.00932361247
2020-09-22,156200.32015514854,150827.2370028441,157570.6534647078,166999.66465083134,147806.10091912322,146975.97914052123,149361.03721477106
2020-09-23,154227.20547002723,151029.2279700375,153832.84828456567,163877.82816828758,145014.7039762197,144243.302269731,147134.3585915953
2020-09-24,154746.25856499618,151607.651434226,154292.4176336605,164330.8186602974,145416.49331401888,144641.1694886741,147545.30594921784
2020-09-25,156108.57791780925,151607.651434226,156757.50497086518,166404.94496777985,147270.35954428551,146457.03794372737,149044.09442721005
2020-09-28,157306.51679472483,151176.15283988646,159282.96089408163,168480.3999143649,149127.00461639374,148273.11443359734,150481.46994982444
2020-09-29,156962.81367578724,151350.59436968822,158516.38543584367,167855.40014191828,148570.05372097233,147726.32205544907,150055.05313119656
2020-09-30,157021.04122585882,149899.8649241743,159824.73501578716,168789.93974752334,149406.89007522498,148541.2870055892,150520.65994196857
2020-10-01,157601.9001721301,150147.21986679905,160670.67259747704,169530.06818477137,150064.89045099143,149185.18223958643,151053.98168386985
2020-10-02,156494.46246406366,149586.41427601685,159131.82478003408,168170.99164498254,148856.98592016907,148008.72856555728,149856.21882909926
2020-10-05,156735.65214448783,146663.69921586532,161991.85470790853,170242.37280916717,150709.44913046414,149729.64111411478,151621.10233305013
2020-10-06,155846.90819503838,147454.11076611036,159728.25898413465,168428.39179058193,149105.91797095953,148188.79601060261,150047.13311165664
2020-10-07,156889.75229397544,146378.7157733886,162507.0123513686,170643.15729688978,151063.58701627923,150067.97128757148,151967.0867647719
2020-10-08,157971.37610811766,147169.17648979195,163808.71361307552,171829.02543325847,152113.6459087668,151100.24116545732,153017.03383606268
2020-10-09,158754.79072350546,147141.57788624195,165249.1709616775,173037.86350081608,153182.91583940477,152136.59236687724,154073.9402862687
2020-10-12,160468.77349484625,147610.34442860566,167961.8704445822,175374.0686555139,155248.93030662587,154149.4184574429,156124.90295246535
2020-10-13,160367.74617742936,148667.3676668265,166902.54853359333,174603.92797177276,154576.7886051901,153509.0161440069,155468.24240891906
2020-10-14,159912.67577659537,149007.41720664766,165797.12929563446,173712.809532607,153795.15271935018,152751.1546010158,154694.25541633385
2020-10-15,159654.80040056573,148750.16347747648,165543.83185161697,173470.19418193953,153580.79570026533,152538.13947930862,154477.91441601748
2020-10-16,159477.5497402764,148336.44664373776,165566.16695214986,173441.55985891024,153553.798757592,152505.6784061566,154446.22722499367
2020-10-19,157726.45949466666,147775.82132886947,162862.49433065532,171102.41953428325,151494.44775931071,150488.58060958664,152391.22264062904
2020-10-20,157507.50921648947,146369.5872566562,163632.39974933636,171589.01262315523,151923.21760062128,150879.10231038835,152794.2633119768
2020-10-21,157077.29789630126,145864.0935940101,163273.11210097183,171228.75965308858,151604.02914663183,150560.4435633444,152471.04183876162
2020-10-22,156853.2172966367,144347.53066247466,164125.22229226356,171771.8721725604,152082.66187566268,150997.33791976148,152921.7479956938
2020-10-23,157570.12156502838,145229.89931754096,164690.75864040616,172348.86662058588,152593.96798077173,151509.1027342612,153440.59928394904
2020-10-26,156497.32534219202,146580.93618265423,161629.2370991009,169927.77841198223,150454.10919528548,149458.21807434256,151344.60355924853
2020-10-27,156677.73863265687,147564.3576818353,161140.2086226019,169629.04559206433,150190.8764448614,149220.75937667626,151099.093713165
2020-10-28,153598.4333414794,147702.268755988,155453.91247726895,164860.40146990208,145970.5177775099,145133.09877766078,146930.25807606883
2020-10-29,153967.7867057264,146268.50163510253,157311.17180843887,166258.73864919416,147206.4305379072,146305.1412234615,148130.34335274543
2020-10-30,152251.98779320257,144825.49127644853,155403.05806395173,164487.82852622808,145637.3679423887,144758.5922345043,146558.19515568018
2020-11-02,153807.04935652966,145910.30978285274,157317.34441804068,166222.87038970343,147173.41526730184,146261.55223377602,148093.22008715375
2020-11-03,154966.57960427186,145063.75047977976,160117.48146853808,168481.8610894087,149183.6923441132,148259.37395409407,150055.53016073175
2020-11-04,158359.5515975632,148210.51572350133,163647.59922034835,171657.77382974167,152143.08762716767,151200.4332954616,153019.59232345936
2020-11-05,160237.57856154308,148468.1463932198,166832.21327155153,172654.67115774628,154552.48809837858,153594.90550521537,155393.30450454215
2020-11-06,159388.80632798,146673.90938808126,166784.21311004265,172406.2777540604,154335.5871133487,153379.34840413232,155149.2668503528
2020-11-09,159054.6775603984,143591.5845892282,168735.5699296914,173505.66558488156,155435.5051532938,154521.75097344184,156226.83834097956
2020-11-10,158544.64935307324,142763.4789842534,168499.37479122484,172932.492494541,155088.54342836543,154263.06422653294,155956.68056675536
2020-11-11,159493.3447003523,143278.78948984866,169788.70762842885,173485.82260711226,155970.9135209636,155273.6972322116,156965.51861690736
2020-11-12,159674.39816236738,145717.0212256861,168094.46552452503,172396.14317358733,155598.3182876658,154257.96667772342,156002.2498676306
2020-11-13,160850.18931602873,145523.76544595836,170382.28758072108,174242.8543798266,156884.25045544084,155940.22719309517,157663.51178001383
2020-11-16,161786.78335208964,145174.19406013808,172366.90919685183,175664.31380840763,157929.40491825258,157381.3045824125,159083.44761187586
2020-11-17,161764.60744188813,146121.8717622036,171540.93977517082,175825.99091941782,157822.4552358428,156861.96227225143,158585.80538211207
2020-11-18,160862.336272309,146545.1923855387,169557.2695763095,174250.35093797965,156960.9749264478,155428.98520357237,157175.14850684025
2020-11-19,161577.85187379937,147299.58153043763,170226.41758562552,174836.78462582713,157544.38116407912,156002.30355006453,157755.36668044238
2020-11-20,161537.60639073997,148606.1557996892,169070.1439343494,173649.1947663684,157388.10958418803,155273.264142528,157056.38227452952
2020-11-23,161752.17478331807,147925.2700615134,170023.01153500617,174418.31613631133,157604.6574152961,155913.7339963136,157678.45041152753
2020-11-24,162596.1376166754,146453.15333712022,172770.86704628216,174396.09885135278,159073.9766172839,157809.96350796998,159529.5165534894
2020-11-25,162238.2429651515,146002.2996651129,172497.12573362104,173839.01866379086,158800.2824077175,157561.16673514753,159275.60953478876
2020-11-27,163116.0857569969,147419.23557112555,172910.5977557459,174255.7071753555,159370.50346591335,158010.73297410607,159744.7304061636
2020-11-30,162592.62319639398,147235.2394178858,172115.97869335834,173246.7607092871,158798.90867047355,157401.26857622413,159138.52072814788
2020-12-01,162669.86298559618,145064.32408496042,174055.9301084233,172401.7730688088,159376.9585488329,158585.89677625042,160313.71645015228
2020-12-02,162314.5251566922,143912.9673775984,174367.69330391366,172511.9802792361,159253.47965986392,158515.10101764047,160409.23163458548
2020-12-03,162786.24741949074,145073.56732272895,174258.8604504079,172511.95027233253,159501.14975020767,158713.23323663897,160464.1399612196
2020-12-04,162662.1575119652,142945.88543170673,175798.65968512034,174036.31332808477,159850.88249021966,159177.06135844,161349.86934581812
2020-12-07,163065.03993922833,144235.38265529377,175458.37717684562,173699.44208380886,159948.84233726564,159261.83472861498,161249.4340886307
2020-12-08,163647.60677053148,144916.87477608913,175947.4056533446,174183.5681477662,160401.08244463848,159719.37870992496,161688.61214274383
2020-12-09,162655.16825218935,144437.93083894838,174548.7642540001,172798.9478483513,159297.86061552403,158746.83211489936,160603.55780704477
2020-12-10,163117.9192578648,145718.21760220578,174324.45022875204,172576.88252628408,159296.5030567001,158901.06163187968,160587.3991481852
2020-12-11,163232.4266091687,146234.0197693845,174103.93026993217,172358.57323588897,159199.0635999822,158882.88614235006,160485.1054113572
2020-12-14,162627.29240176367,145828.80868103914,173344.96614984985,171607.21757911658,158533.20973778365,158321.9235412187,159879.40384456774
2020-12-15,163641.38212601928,145340.57233997152,175584.79964718662,173824.59719420268,160581.65684010126,159592.47188318544,161471.0350642849
2020-12-16,163636.13043566118,144953.7330061271,175896.07553139265,174132.7526000072,160866.3352252497,159696.12914575232,161655.12277397665
2020-12-17,164020.04670898995,144570.17141617218,176908.82440677684,175135.34887073372,161792.54804491816,160233.398451769,162355.8467625177
2020-12-18,163478.21813277004,144136.9028401323,176287.67655896972,174520.42790570675,161224.47523483462,159751.06570253253,161848.30851198293
2020-12-21,163359.615358178,144708.54137446947,175599.04770092916,173786.55080333562,160586.65771020803,159456.79410255825,161408.00112734456
2020-12-22,163500.68575897889,145455.37531970293,175235.01456886702,173535.70534892104,160278.65669432798,159402.86929066456,161226.9620262291
2020-12-23,163112.3482974316,144450.36987700922,175365.70681427093,173665.1302303901,160375.60378219845,159253.79186088336,161206.2405669641
2020-12-24,163717.0318492152,145021.94285646858,175985.9032448086,174279.3124204794,160934.44377795485,159767.15119602994,161729.16663530053
2020-12-28,164594.97217383445,145086.54718853158,177520.94539317378,175799.46878085213,162292.58141500704,160729.15761369956,162866.4089192006
2020-12-29,164291.92973674723,144902.10853986672,177125.5386965189,175407.89646767883,161939.70513241636,160443.00218416812,162553.95149716144
2020-12-30,164566.91819448414,145215.6083541825,177363.16096088968,175643.2144339862,162155.54669657096,160661.29333723985,162765.29894492548
2020-12-31,165295.22489875398,145427.66199511682,178505.1749557736,176774.15395887572,163168.74651455294,161414.4751701722,163630.4406106046
2021-01-04,163757.28099864215,145252.53213909827,175871.36188768613,174113.6320424907,160837.78969984446,159671.28885686048,161668.4758093134
2021-01-05,163966.68818081837,144173.74468145083,177116.98754374345,174970.85931312863,161919.05803808948,160755.16255251697,162474.73057831574
2021-01-06,163197.04030424007,141214.18777998077,178128.29769057382,175417.06056738453,162758.47361748028,161603.91333196012,162879.2821369118
2021-01-07,164113.25714755245,139969.44814920553,180773.04045461037,177362.5022276188,165073.54852842737,163920.89645732308,164716.63107174943
2021-01-08,164464.12106176064,139517.57837659246,181765.82116998566,178094.6235471,165942.8627007124,164790.87364458878,165408.17862018367
2021-01-11,163694.58315159543,139287.13659243778,180574.3914903383,177123.3829442775,164843.69985976562,163735.23648962163,164485.53181520323
2021-01-12,163686.61227854117,139176.44718128775,180649.4722360777,177169.5789352367,164885.43206138548,163799.88303299402,164528.64958947932
2021-01-13,164623.1265980525,140743.880697989,181060.56571502893,177683.05444186754,165371.159803734,164186.42630953877,165025.5478931325
2021-01-14,163648.9048856175,139425.47377329617,180380.9637183986,176986.76970611705,164718.80991517758,163566.48902023,164356.830153603
2021-01-15,163173.794958923,139978.6422208157,179084.0195430389,176025.89219704136,163837.10738401738,162429.41556271532,163448.9524799961
2021-01-19,164191.57824020385,140430.44643855098,180541.11509120668,177234.07598337025,164954.469081793,163722.9874448045,164597.72865943343
2021-01-20,165659.5252153054,140568.71806453157,183057.06844437824,179243.29686265817,166809.7059004086,165946.96460155034,166504.28914064294
2021-01-21,165247.02191073762,139582.166319936,183115.04688456675,179170.95848184876,166736.20050613754,165983.37847166488,166429.45883132468
2021-01-22,165142.78518582333,140033.98692639073,182563.7585901667,178788.4952419172,166386.31775809432,165503.29409613914,166069.55170460048
2021-01-25,166255.82086623018,141684.34736349754,183223.87973807252,179509.14219368808,167062.34168296104,166111.0033202897,166763.46901211244
2021-01-26,165982.842591331,141416.96540570766,182951.08984268084,179261.0404069727,166831.83179533426,165866.08734522696,166526.465904187
2021-01-27,163520.4888037754,141776.5830765494,178253.29303501066,175583.4715398458,163447.49844947312,161722.73030915516,163040.66365547365
2021-01-28,164139.0886753902,140992.89090127795,179993.1567572497,176867.51052462438,164624.20915694165,163247.50209661134,164253.5975198727
2021-01-29,161814.6655117654,140144.6599488213,176517.22337919977,174012.8786279131,161988.72609712818,160165.099082991,161540.71304003173
2021-02-01,163470.8696780397,140307.1049359873,179350.63682882878,176276.4269754017,164074.09909868345,162631.81519839104,163688.64827624778
2021-02-02,164455.4826329091,139402.44762247207,181843.29206154833,178142.18016223324,165792.57993399762,164385.81879841466,165452.55890864987
2021-02-03,164000.16321046764,138165.52541087338,182026.72995215878,178139.19441937498,165782.18572858663,164391.57422598542,165441.92921719994
2021-02-04,164937.3685899347,137796.30395043528,184002.32470687936,179659.6158763594,167184.86495914834,165818.3854173281,166881.67802970074
2021-02-05,164817.68488353296,136642.4643520769,184719.47287770425,180089.29014354304,167574.7867526037,166228.86166107672,167281.93780647224
2021-02-08,165851.8619053531,137242.47995413782,186086.27660647096,181243.72844449113,168643.17089885805,167306.1357835783,168380.67227700472
2021-02-09,165781.89834538545,137344.04084855545,185879.0648867738,181041.4517850013,168505.4199643761,167163.10478705843,168237.203153102
2021-02-10,166158.132273199,138257.82667880305,185814.90223433383,180978.95900371263,168571.1871006925,167211.79094394678,168298.6562225273
2021-02-11,165989.36698843772,137500.89728238975,186123.81117801587,181279.82840860033,168702.13811200063,167361.2135819684,168439.877340209
2021-02-12,165709.1590114298,135793.2664651728,187000.64661566375,182133.84368302085,169128.0199716698,167831.80857446443,168893.63984446166
2021-02-16,164717.23878283787,133725.56728732932,186894.1923053316,182030.15990936384,168755.47237199577,167534.94726159907,168565.55413417172
2021-02-17,165066.73809203974,134574.76517423338,186834.3110306042,181971.83708038903,168721.06590603344,167580.0039389452,168622.4729816635
2021-02-18,164360.2375163746,134030.19261006417,186009.281423543,180950.87742380344,167989.4864075153,166910.5208030324,167937.36881733773
2021-02-19,163364.08082855053,132248.65686249765,185664.25343157066,179486.73842993367,167650.85902923634,166466.81297086325,167464.40684403756
2021-02-22,162108.24459839673,131242.4796263634,184228.54156666633,178239.8272152493,166334.9581534337,165295.61622758867,166265.1707983345
2021-02-23,162066.90285993522,130864.07228867484,184459.99122143528,178367.46909296603,166449.6646997351,165427.45724302606,166393.62653596685
2021-02-24,162849.55384282942,130005.54102604528,186553.9097970569,179870.34889486135,167866.6636626649,166890.49380518746,167863.54369928135
2021-02-25,159340.93408277337,127882.55450314483,181987.29254607498,176050.47943129225,164185.5772253005,163278.758126146,164178.3774036181
2021-02-26,160764.46319330297,132110.18857188371,181122.81393028036,175955.67809046546,164173.26264861852,163082.87344416295,164036.29034684124
2021-03-01,162384.94146378618,130365.31438972178,185431.86396218187,179051.40697960657,167086.9038959541,166093.9952150301,167063.8417065961
2021-03-02,161551.9731920547,130374.56582185003,183933.41657074177,177893.79034281443,166007.92604365316,164978.61624355227,165939.32762403888
2021-03-03,159571.65584984026,128960.57169097823,181530.1017401538,175843.20385820966,164094.2549423656,163024.20005887732,163964.29749009755
2021-03-04,157835.86420922875,128128.84417900546,179094.47353035328,173846.6515121041,162231.91865022134,161113.14864171972,162034.86405492827
2021-03-05,159899.04526959846,128378.33784951812,182586.09369069958,176580.8687441097,164780.8483540536,163743.55286104968,164687.68560948982
2021-03-08,158902.2537533137,127380.199280273,181607.57263171647,175530.32984579913,163923.13119868448,162898.8760956093,163832.8530297426
2021-03-09,161134.40451054886,129145.40366890984,184178.16286198382,177491.92925643333,165964.59499039306,165018.6030565194,165975.6836009136
2021-03-10,161871.58525033196,129404.1651602702,185288.81489492467,177832.2342829253,166738.55239351795,165876.0891155968,166841.04902999205
2021-03-11,162526.7505971278,128470.75383848393,187214.98236223217,179182.88341486375,167784.35275841164,167203.1100936519,168175.96722908205
2021-03-12,161403.49072150214,125744.42480347467,187405.08017372878,178954.17884229895,167322.5797558383,167028.9717705838,167991.6159294395
2021-03-15,162416.61007842314,126483.80188135944,188621.69920571742,179989.91380557176,168240.58753855305,168021.07772577682,168994.2555760615
2021-03-16,162021.9614307053,125975.46477588918,188325.62279252338,179692.72701994868,167915.56399992452,167741.60189313965,168710.84586403926
2021-03-17,161899.79071946087,125032.76924453575,188867.88422551326,179979.5294936283,167929.30777094697,168036.43853018884,169005.06850222437
2021-03-18,159771.35895248794,123766.6423348812,186080.0923942195,177503.6534142742,165961.52314893046,165812.68607104,166758.965308458
2021-03-19,160054.63312259858,124533.74093171181,185967.9411829203,177860.93948142894,166136.24945200246,165817.97395188233,166766.76763266118
2021-03-22,161413.82087324208,125929.24039268683,187274.38792832487,179059.84206924128,167282.06334021324,166953.00280947096,167915.61807380008
2021-03-23,161128.07280221174,127065.99475102093,185845.3243816571,178128.78253482404,166618.9086283128,166019.91185496686,166978.5217785268
2021-03-24,160868.82214465164,127749.87962485566,184829.24554582982,177449.02850243467,166119.86610124368,165342.0708250654,166297.31396816508
2021-03-25,160955.6716894136,126742.57156707952,185797.79992878294,178046.2286002357,166516.88050681268,165947.042516227,166904.01186535694
2021-03-26,162481.92208478937,126298.92073726948,188887.84078287255,180347.13374614526,168396.776598071,168197.9585367348,169171.99424884268
2021-03-29,161906.8727297378,125226.86904331506,188723.88374098664,180068.5740714098,168029.91943234322,167951.62931466172,168920.18765952927
2021-03-30,161869.8449722869,125883.06517564283,188127.92524552078,179706.31013632985,167693.47976406073,167583.60096978597,168551.2490298725
2021-03-31,161933.80958295238,125180.63646575298,188809.4184740404,180127.41584267296,168084.64046447186,168010.00396040443,168978.89303619944
2021-04-01,164118.10209616192,127258.29998502071,191042.12794450592,182132.45303490918,169953.73280208235,169884.6622543077,170893.5941934464
2021-04-05,165408.68221191637,126703.0173926924,193800.43744309625,184163.59875866235,171843.1608270158,171565.12879093434,172768.20402826977
2021-04-06,165691.407652163,127563.69557756961,193611.76675750382,184087.9416396302,171826.05611458753,171619.91552855656,172764.26788020015
2021-04-07,165450.33775975672,126675.2794850271,193897.38918338346,184359.5142064575,171908.17263700388,171622.499515393,172832.85275476184
2021-04-08,166379.13811064477,127721.05186734708,194715.7588695585,185137.62802438944,172630.52710458034,172370.82610154198,173571.91461404914
2021-04-09,167010.2475164138,127258.29998502071,196218.9517446962,186566.87835821885,173634.07241919724,173253.58927250392,174569.32551235103
2021-04-12,166963.70239539916,127202.75042045259,196180.4773585315,186530.29653949197,173556.2376328094,173217.09071962256,174533.61517021785
2021-04-13,167754.64145822593,128155.96750969147,196826.79135338063,187144.8181409279,174130.63333427836,173834.35318539134,175136.52851525162
2021-04-14,167121.52079867275,127748.77338629293,196022.2172176127,186379.82126583863,173433.31220861236,173226.75064130203,174503.73511205995
2021-04-15,169300.5552413934,129886.63267209221,198196.92504259042,188447.5545130083,175341.70961205257,175083.05334113567,176370.8327642072
2021-04-16,169245.22210160116,128877.83324084633,198912.18198152602,189127.62773292285,175930.44797302608,175340.39451168402,176726.2867188939
2021-04-19,168488.5674810872,128507.61206852189,197856.6425343157,188124.01061083048,175010.60814128173,174577.09897037043,175920.8845904151
2021-04-20,168003.76501337648,129099.91677808264,196510.75838282733,186844.33093390666,173820.13002125177,173823.43605203537,175054.7407254136
2021-04-21,169142.27645693746,129359.0224325514,198339.49840121288,188583.114642235,175437.70979340648,175066.9836804436,176392.35634201803
2021-04-22,168376.23348995124,129923.50729084962,196512.66121736623,186846.1401674022,173821.81314002696,173994.5908896125,175180.51562458888
2021-04-23,169438.35357718647,129618.16086445906,198660.28845811344,188888.1249329951,175721.45898789767,175329.20790365507,176659.2781355626
2021-04-26,169552.6721781564,129433.02569521767,199014.3549141456,189224.77474610403,176034.642235116,175521.42851062643,176882.70880047107
2021-04-27,169019.67517219944,128304.08875606014,198971.58754761872,189184.11112010063,175996.8131143516,175260.68361595366,176681.78844462492
2021-04-28,168963.21107655467,128387.30247905603,198803.34912802026,189024.14840250727,175848.00078361802,175168.36690609058,176574.90460955582
2021-04-29,169543.23081167327,128007.89542948114,200147.81775625408,190302.482186221,177037.22682748595,175965.03196477017,177472.20688540066
2021-04-30,168872.31172373064,128304.08875606014,198707.81291098762,188933.31164273736,175763.49590560005,175089.02672084572,176494.49895392175
2021-05-03,169212.05349115026,128380.96823898949,199253.8800130553,189452.51752831074,176246.5099424032,175392.75969042498,176893.84081743288
2021-05-04,168861.51271785304,129252.16798175214,197923.19533257894,188187.28965552812,175069.47624673607,174253.5447932052,176080.62315117655
2021-05-05,169035.43501080127,129465.35244432834,198062.42712810868,188319.67259422608,175192.6312790673,174376.52264952415,176211.6895518176
2021-05-06,170035.07345212912,129678.48774074619,199679.6972543838,189857.38868249534,176623.1590829496,175776.8843943617,177392.2089646327
2021-05-07,170569.22694145158,129038.9999078954,201152.0038762132,191257.27206775692,177925.4619723363,177041.3729242151,178340.9891525739
2021-05-10,168807.19039175002,127732.22897401045,199052.8525056096,189204.6002150654,176059.89116682555,175210.96576357394,176653.095856969
2021-05-11,167516.5865570844,127009.28158737202,197326.28541984363,187784.59757052234,174567.05936906353,173709.81305190944,175317.95187893722
2021-05-12,164550.1419347192,125674.68260786482,193093.75486223536,184368.4098308119,170917.5645394312,170035.30192605403,172111.07841821073
2021-05-13,165951.11444799468,125869.33962310533,195444.3124449672,186184.6535246618,172931.77530738586,172069.17283178985,173809.4667275969
2021-05-14,168110.8012745966,127046.40203692116,198359.94226985652,188576.10894792285,175451.69412281364,174603.60493396354,176057.49343166812
2021-05-17,167709.21553215652,126777.6188436185,197858.08126286953,188154.67025712025,174972.67992092262,174166.5367355003,175660.5476621412
